name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
CloudMoyo,4.4,(118 Reviews),Private,"Bellevue,Washington",8 years old,201-500 Employees (India)
Chain-Sys,3.9,(118 Reviews),Private,"Grand Ledge,MI + 4 more",25 years old,501-1k Employees (India)
Heavy Engineerin...,3.9,(118 Reviews),Private,"Ranchi,Jharkhand + 5 more",65 years old,1k-5k Employees (India)
Lam Research,4.1,(118 Reviews),Private,"Fremont,California",43 years old,1k-5k Employees (India)
Thomson Press In...,3.9,(118 Reviews),Private,Faridabad + 8 more,56 years old,201-500 Employees (India)
Freecharge,4.1,(118 Reviews),Private,"Gurgaon,Haryana + 15 more",13 years old,201-500 Employees (India)
Bombay Hospital,4.1,(118 Reviews),Private,"Mumbai,Maharashtra + 4 more",71 years old,501-1k Employees (India)
Walter Bushnell,3.4,(118 Reviews),Private,Gurgaon + 28 more,19 years old,51-200 Employees (India)
Simar Infrastruc...,4.0,(118 Reviews),Public,Panipat + 15 more,25 years old,201-500 Employees (India)
Ways2excel,4.1,(118 Reviews),51-200 Employees (India),,,
Grant Thornton B...,3.7,(118 Reviews),LLP,"New Delhi,Delhi + 15 more",88 years old,1k-5k Employees (India)
Fulcrum Worldwid...,4.0,(118 Reviews),Private,Jersey City,24 years old,501-1k Employees (India)
University of De...,4.2,(194 Reviews),Public,"Delhi/NCR,New Delhi + 3 more",101 years old,10k-50k Employees (India)
Fukoku,3.9,(117 Reviews),Ageo + 2 more,70 years old,51-200 Employees (India),
Echs Polyclinic,4.0,(117 Reviews),Public,New Delhi + 51 more,20 years old,11-50 Employees (India)
Kaveri Seed Comp...,4.2,(117 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 33 more",47 years old,1k-5k Employees (India)
Advantage One Ta...,4.1,(117 Reviews),Private,Sterling + 1 more,20 years old,201-500 Employees (India)
ACT Plast Paints,3.7,(117 Reviews),Private,Kancheepuram + 5 more,17 years old,11-50 Employees (India)
Aster MIMS,4.2,(117 Reviews),Private,Kozhikode + 12 more,23 years old,1k-5k Employees (India)
Advantum Health,4.1,(117 Reviews),Private,"Louisville,Kentucky + 2 more",27 years old,201-500 Employees (India)
Chemie Tech,3.3,(117 Reviews),Private,Sharjah + 13 more,26 years old,51-200 Employees (India)
FarEye,2.9,(117 Reviews),Private,"Noida,Uttar Pradesh + 2 more",10 years old,501-1k Employees (India)
Faber India,4.3,(117 Reviews),Private,Pune + 25 more,68 years old,201-500 Employees (India)
Tessolve Semicon...,3.7,(117 Reviews),"Bangalore/Bengaluru,Karnataka + 8 more",19 years old,1k-5k Employees (India),
TCTS,4.0,(117 Reviews),Public,"Mumbai,Maharashtra + 25 more",15 years old,10k-50k Employees (India)
Semac Consultant...,4.1,(117 Reviews),Private,Gurugram + 9 more,54 years old,201-500 Employees (India)
SAI Consulting E...,4.3,(117 Reviews),Private,Ahmedabad + 23 more,40 years old,501-1k Employees (India)
Tata Institute o...,3.8,(117 Reviews),Private,"Mumbai,Maharashtra + 26 more",87 years old,201-500 Employees (India)
Wabtec,4.2,(117 Reviews),Private,"Wilmerding,Pennsylvania + 13 more",151 years old,1k-5k Employees (India)
ITW India,4.1,(117 Reviews),Private,"Glenview,IL + 13 more",111 years old,10k-50k Employees (Global)
Sadara Chemical ...,4.6,(117 Reviews),JV,"Jubail,Eastern Province + 3 more",12 years old,201-500 Employees (India)
KisanKraft Machi...,3.3,(117 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 15 more",18 years old,201-500 Employees (India)
Fukoku,3.9,(117 Reviews),Ageo + 2 more,70 years old,51-200 Employees (India),
Advantage One Ta...,4.1,(117 Reviews),Private,Sterling + 1 more,20 years old,201-500 Employees (India)
Aster MIMS,4.2,(117 Reviews),Private,Kozhikode + 12 more,23 years old,1k-5k Employees (India)
University of En...,4.0,(117 Reviews),Kolkata + 15 more,9 years old,201-500 Employees (India),
Caplin Point Lab...,3.9,(117 Reviews),Public,"Chennai,Tamil Nadu + 4 more",33 years old,501-1k Employees (India)
Echs Polyclinic,4.0,(117 Reviews),Public,New Delhi + 51 more,20 years old,11-50 Employees (India)
Msn Pharmachem,4.5,(117 Reviews),Private,Hyderabad + 2 more,19 years old,1k-5k Employees (India)
Kaveri Seed Comp...,4.2,(117 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 33 more",47 years old,1k-5k Employees (India)
IL&FS Technologi...,3.8,(117 Reviews),Public,Gurgaon + 32 more,90 years old,201-500 Employees (India)
Miraj Group,3.6,(117 Reviews),Private,"Nathdwara,Rajasthan + 16 more",36 years old,5k-10k Employees (India)
Gautam Solar,3.9,(117 Reviews),Private,New Delhi + 9 more,26 years old,51-200 Employees (India)
Dr Oetker,4.3,(117 Reviews),Bielefeld + 25 more,132 years old,201-500 Employees (India),
Matix Fertiliser...,4.0,(117 Reviews),Private,"Mumbai,Maharashtra + 11 more",14 years old,501-1k Employees (India)
Kazo Fashion,3.5,(117 Reviews),Private,"Delhi,NCT + 21 more",16 years old,51-200 Employees (India)
Advantum Health,4.1,(117 Reviews),Private,"Louisville,Kentucky + 2 more",27 years old,201-500 Employees (India)
ACT Plast Paints,3.7,(117 Reviews),Private,Kancheepuram + 5 more,17 years old,11-50 Employees (India)
Futwork,4.5,(117 Reviews),"Mumbai,Maharashtra + 5 more",7 years old,,
OneClick IT Cons...,4.7,(117 Reviews),Private,"Ahmedabad,Gujarat",11 years old,51-200 Employees (India)
Mayur Uniquoters,4.0,(117 Reviews),Public,"Jaipur,Rajasthan + 3 more",31 years old,501-1k Employees (India)
Wilo Mather and ...,4.3,(117 Reviews),Public,Dortmund + 14 more,153 years old,501-1k Employees (India)
DeHaat,4.0,(117 Reviews),Private,"Patna,Bihar + 36 more",4 years old,1k-5k Employees (India)
GVK Group,3.8,(1.4k Reviews),Public,Hyderabad + 21 more,31 years old,50k-1 Lakh Employees (India)
Tokai Imperial R...,4.0,(116 Reviews),Private,"Faridabad,Haryana + 8 more",18 years old,10k-50k Employees (India)
Gpt Infraproject...,3.9,(116 Reviews),Public,"Kolkata,West Bengal + 13 more",43 years old,1k-5k Employees (India)
Weikfield Foods,3.9,(116 Reviews),Private,Pune + 23 more,67 years old,501-1k Employees (India)
Rotostat Service...,4.2,(116 Reviews),Private,"Mumbai,Maharashtra + 15 more",14 years old,51-200 Employees (India)
Datamatics Finan...,3.4,(116 Reviews),Private,Mumbai + 1 more,48 years old,1k-5k Employees (India)
Orchid Pharma,4.0,(116 Reviews),Public,Chennai + 4 more,31 years old,1k-5k Employees (India)
Nielsen Sports,4.0,(116 Reviews),Private,"Bangalore,Karnataka + 1 more",19 years old,10k-50k Employees (Global)
SYNCHRONIZED SUP...,4.1,(116 Reviews),Private,"Gurgaon/Gurugram,Haryana + 12 more",16 years old,501-1k Employees (India)
Lion Engineering...,3.8,(116 Reviews),Bhopal + 30 more,21 years old,1k-5k Employees (India),
Hyundai Engineer...,4.1,(116 Reviews),Private,Seoul + 16 more,49 years old,51-200 Employees (India)
Dalmia Bharat Su...,3.8,(116 Reviews),Public,New Delhi + 10 more,29 years old,1k-5k Employees (India)
Infoesearch Ites,3.4,(116 Reviews),Hyderabad + 3 more,16 years old,51-200 Employees (India),
Bank Muscat,3.8,(116 Reviews),Private,Muscat + 45 more,41 years old,51-200 Employees (India)
Geno Pharmaceuti...,3.3,(116 Reviews),Private,"Mapusa,Goa + 28 more",48 years old,1k-5k Employees (India)
Terrier Security...,4.1,(116 Reviews),Private,Bangalore + 23 more,34 years old,51-200 Employees (India)
Spectraforce Tec...,3.6,(116 Reviews),Private,Raleigh + 8 more,19 years old,501-1k Employees (India)
Lucy Electric,3.9,(116 Reviews),Private,Thame + 8 more,211 years old,51-200 Employees (India)
Innovatiview,3.5,(116 Reviews),Private,"Noida,Uttar Pradesh + 3 more",13 years old,201-500 Employees (India)
IAF,4.4,(116 Reviews),Public,New Delhi + 24 more,91 years old,201-500 Employees (India)
Texspin Bearings,4.0,(116 Reviews),Private,"Ahmedabad,Gujarat + 11 more",62 years old,201-500 Employees (India)
ABC Bearings,4.0,(116 Reviews),Public,Mumbai + 18 more,62 years old,201-500 Employees (India)
L and T Chiyoda,3.6,(116 Reviews),,,,
Oriental Bank of...,4.4,(116 Reviews),Private,"Gurgaon/Gurugram,Haryana + 31 more",80 years old,501-1k Employees (India)
Food Corporation...,3.9,(116 Reviews),Private,"Delhi/NCR,Delhi + 45 more",58 years old,10k-50k Employees (Global)
Indus Valley Par...,3.6,(116 Reviews),Private,New York + 5 more,23 years old,501-1k Employees (India)
Rudrabhishek Ent...,3.3,(116 Reviews),Public,"Delhi/NCR,Delhi + 18 more",31 years old,201-500 Employees (India)
Geno Pharmaceuti...,3.3,(116 Reviews),Private,"Mapusa,Goa + 28 more",48 years old,1k-5k Employees (India)
Hyundai Engineer...,4.1,(116 Reviews),Private,Seoul + 16 more,49 years old,51-200 Employees (India)
Tokai Imperial R...,4.0,(116 Reviews),Private,"Faridabad,Haryana + 8 more",18 years old,10k-50k Employees (India)
Gpt Infraproject...,3.9,(116 Reviews),Public,"Kolkata,West Bengal + 13 more",43 years old,1k-5k Employees (India)
Spectraforce Tec...,3.6,(116 Reviews),Private,Raleigh + 8 more,19 years old,501-1k Employees (India)
Terrier Security...,4.1,(116 Reviews),Private,Bangalore + 23 more,34 years old,51-200 Employees (India)
Bank Muscat,3.8,(116 Reviews),Private,Muscat + 45 more,41 years old,51-200 Employees (India)
Infoesearch Ites,3.4,(116 Reviews),Hyderabad + 3 more,16 years old,51-200 Employees (India),
Olectra Greentec...,3.2,(116 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 9 more",31 years old,201-500 Employees (India)
Ameyo,3.5,(116 Reviews),Private,"Gurgaon,Haryana + 5 more",20 years old,201-500 Employees (India)
Classplus,3.2,(116 Reviews),Private,"Noida,Uttar Pradesh + 12 more",8 years old,201-500 Employees (India)
Tangoe,3.6,(116 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",23 years old,51-200 Employees (India)
Atidan Technolog...,4.6,(116 Reviews),Private,"Mumbai,Maharashtra + 3 more",18 years old,51-200 Employees (India)
St Regis,4.2,(116 Reviews),Private,New York + 6 more,119 years old,501-1k Employees (India)
Aditya Birla Nuv...,4.5,(429 Reviews),Public,"Mumbai,Maharashtra + 25 more",76 years old,10k-50k Employees (India)
iB Hubs,4.5,(127 Reviews),Private,Gurgaon + 5 more,7 years old,501-1k Employees (India)
Capricorn Logist...,3.7,(115 Reviews),Private,"Mumbai,Maharashtra + 19 more",22 years old,1k-5k Employees (India)
Internshala,4.1,(115 Reviews),Private,"Gurgaon,Haryana + 16 more",13 years old,5k-10k Employees (India)
Podar Jumbo Kids,4.4,(115 Reviews),Private,Mumbai + 26 more,96 years old,5k-10k Employees (India)
Olive Bar & Kitc...,4.4,(115 Reviews),Private,Mumbai + 11 more,23 years old,201-500 Employees (India)
Locuz Enterprise...,4.0,(115 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 11 more",24 years old,501-1k Employees (India)
FreshMenu,3.6,(115 Reviews),Private,"Bangalore,Karnataka + 5 more",9 years old,201-500 Employees (India)
Delhi Internatio...,4.2,(115 Reviews),New Delhi + 3 more,17 years old,1k-5k Employees (India),
Matrix ComSec,3.8,(115 Reviews),Private,Vadodara + 6 more,32 years old,501-1k Employees (India)
Alf Engineering,3.9,(115 Reviews),Private,"Nasik/Nashik,Maharashtra + 8 more",17 years old,201-500 Employees (India)
Leonia Holistic ...,4.1,(115 Reviews),Private,Hyderabad + 6 more,20 years old,201-500 Employees (India)
Adcock Ingram,3.4,(115 Reviews),"Abu Dhabi,Gauteng + 9 more",133 years old,201-500 Employees (India),
UDS,3.8,(115 Reviews),Private,Chennai + 24 more,38 years old,10k-50k Employees (India)
SCM Garments,3.8,(115 Reviews),Private,"Agartala,Tripura + 8 more",34 years old,501-1k Employees (India)
Toyota Financial...,3.8,(115 Reviews),Public,Chandler + 21 more,40 years old,201-500 Employees (India)
Epitome Componen...,3.7,(115 Reviews),Private,"Ahmednagar,Maharashtra + 4 more",29 years old,51-200 Employees (India)
Borgwarner Emiss...,3.9,(115 Reviews),Private,"Auburn Hills,Michigan + 8 more",95 years old,501-1k Employees (India)
Enaltec Labs,3.9,(115 Reviews),"Navi Mumbai,Maharashtra + 4 more",17 years old,51-200 Employees (India),
Khanna Paper Mil...,4.2,(115 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",38 years old,1k-5k Employees (India)
Suminter India O...,4.0,(115 Reviews),Private,"Mumbai,Maharashtra + 13 more",19 years old,201-500 Employees (India)
KMC Construction...,3.7,(115 Reviews),Public,"Chennai,Tamil Nadu + 22 more",26 years old,201-500 Employees (India)
Acer India,4.0,(115 Reviews),Public,Xizhi + 29 more,47 years old,51-200 Employees (India)
Konexions Back O...,3.1,(115 Reviews),Private,New Delhi + 7 more,16 years old,11-50 Employees (India)
SRR Projects,4.0,(115 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",17 years old,201-500 Employees (India)
Nova IVI Fertili...,4.0,(115 Reviews),Private,"Bangalore,Karnataka + 22 more",12 years old,501-1k Employees (India)
SEDER GROUP,4.1,(115 Reviews),Riyadh + 9 more,42 years old,10k-50k Employees (Global),
Anand CY Myutec ...,4.4,(115 Reviews),Gurugram + 4 more,31 years old,201-500 Employees (India),
Dream Plast Indi...,3.3,(115 Reviews),Pune + 3 more,14 years old,201-500 Employees (India),
Integra Micro Sy...,4.1,(115 Reviews),Private,Bengaluru + 17 more,41 years old,51-200 Employees (India)
Epson,4.3,(115 Reviews),Suwa + 36 more,81 years old,201-500 Employees (India),
Safeducate,4.1,(115 Reviews),Private,New Delhi + 25 more,16 years old,11-50 Employees (India)
Schneider Electr...,4.4,(115 Reviews),Bengaluru/Bangalore + 16 more,,,
Rama University,3.4,(115 Reviews),Private,"Kanpur,Uttar Pradesh + 8 more",27 years old,51-200 Employees (India)
The Oriental Ins...,4.4,(115 Reviews),Mumbai + 48 more,76 years old,10k-50k Employees (India),
Busibud,3.4,(115 Reviews),Private,"Greater Los Angeles,California + 15 more",10 years old,11-50 Employees (India)
Paytm Mall,3.6,(115 Reviews),"Delhi,NCT + 19 more",13 years old,501-1k Employees (India),
Advanced Micro D...,4.2,(115 Reviews),Private,"Santa Clara,California + 8 more",54 years old,1k-5k Employees (India)
Indo Count Indus...,3.9,(115 Reviews),Public,"Mumbai,Maharashtra + 9 more",35 years old,1k-5k Employees (India)
Vishay Precision...,4.0,(115 Reviews),Public,Basingstoke + 4 more,13 years old,1k-5k Employees (India)
Cleartrip,4.1,(115 Reviews),Private,"Mumbai,Maharashtra + 8 more",18 years old,501-1k Employees (India)
Physicswallah,4.4,(115 Reviews),Private,"Allahabad,Uttar Pradesh + 23 more",3 years old,201-500 Employees (India)
Sharp Business S...,3.6,(114 Reviews),Private,Noida + 26 more,111 years old,51-200 Employees (India)
Goibibo,4.2,(114 Reviews),Private,"Gurgaon,Haryana + 14 more",16 years old,1k-5k Employees (India)
Continental Hosp...,4.3,(114 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",16 years old,501-1k Employees (India)
Rubicon Research,3.6,(114 Reviews),Private,"Atlanta,Georgia + 8 more",24 years old,201-500 Employees (India)
Little Millenniu...,4.2,(114 Reviews),Private,"Gurgaon/Gurugram,Haryana + 28 more",15 years old,51-200 Employees (India)
Centelon,4.5,(114 Reviews),LLP,Melbourne + 5 more,7 years old,201-500 Employees (India)
Coverfox,3.6,(114 Reviews),Private,"Mumbai,Maharashtra + 7 more",10 years old,201-500 Employees (India)
IDBI Capital,3.8,(114 Reviews),Public,"Mumbai,Maharashtra + 25 more",30 years old,51-200 Employees (India)
The Indian Expre...,3.8,(114 Reviews),Private,Noida + 19 more,91 years old,1k-5k Employees (India)
Aspiring Minds,3.9,(114 Reviews),Private,"San Jose,California + 8 more",15 years old,201-500 Employees (India)
Ajnara India,3.8,(114 Reviews),Public,"Noida,Uttar Pradesh + 2 more",32 years old,201-500 Employees (India)
AABSyS IT,4.0,(114 Reviews),Private,"Bhubaneswar,Odisha + 4 more",25 years old,201-500 Employees (India)
CDM Smith,4.2,(114 Reviews),Private,Boston + 22 more,76 years old,501-1k Employees (India)
Suven Life Scien...,3.9,(114 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 5 more",34 years old,51-200 Employees (India)
Acidaes Solution...,3.8,(114 Reviews),Private,"Noida,Uttar Pradesh + 4 more",22 years old,501-1k Employees (India)
RAXA,4.2,(114 Reviews),Private,New Delhi + 13 more,18 years old,201-500 Employees (India)
Allen Solly,4.3,(114 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 32 more",279 years old,10k-50k Employees (India)
Maral Overseas,3.9,(114 Reviews),Public,"Delhi/NCR,Delhi + 8 more",32 years old,1k-5k Employees (India)
InnovationM,3.8,(114 Reviews),Private,"Noida,Uttar Pradesh + 3 more",13 years old,201-500 Employees (India)
Intelux Electron...,3.6,(114 Reviews),Private,"Pune,Maharashtra + 8 more",27 years old,201-500 Employees (India)
Parijat Industri...,4.2,(114 Reviews),Private,"Delhi/NCR,Delhi + 23 more",28 years old,501-1k Employees (India)
Chassis Brakes I...,3.8,(114 Reviews),Private,Amsterdam + 6 more,11 years old,5k-10k Employees (Global)
Shri Bajrang Pow...,4.1,(114 Reviews),Public,Mumbai + 5 more,21 years old,1k-5k Employees (India)
Pathfinder Busin...,3.3,(114 Reviews),Coimbatore + 11 more,15 years old,201-500 Employees (India),
Suhail Bahwan Au...,4.2,(114 Reviews),LLC,Muscat + 6 more,19 years old,10k-50k Employees (India)
Immacule Life Sc...,3.7,(114 Reviews),Private,Nalagarh + 8 more,11 years old,201-500 Employees (India)
Rithwik Projects,3.7,(114 Reviews),Hyderabad + 24 more,24 years old,1k-5k Employees (India),
Anion Healthcare...,4.3,(114 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",24 years old,51-200 Employees (India)
Bright Life Care,4.4,(114 Reviews),Private,"Gurgaon,Haryana + 25 more",12 years old,51-200 Employees (India)
Tatva Chintan Ph...,3.9,(114 Reviews),Private,Vadodara + 3 more,27 years old,51-200 Employees (India)
Purplle.com,3.8,(114 Reviews),Private,"Mumbai,Maharashtra + 9 more",12 years old,201-500 Employees (India)
Federal Mogul Po...,3.9,(114 Reviews),Lake Forest + 10 more,124 years old,1k-5k Employees (India),
Siddha Group,3.6,(114 Reviews),"Kolkata,West Bengal + 4 more",37 years old,501-1k Employees (India),
ITC Limited - Pa...,3.9,(114 Reviews),Private,Secunderabad + 9 more,501-1k Employees (India),
VHS Consulting,3.5,(114 Reviews),Private,Pleasanton + 10 more,14 years old,11-50 Employees (India)
Sakon,3.6,(114 Reviews),Private,"Concord,Massachusetts",20 years old,501-1k Employees (India)
Bombay Stock Exc...,3.8,(114 Reviews),Mumbai + 7 more,148 years old,1k-5k Employees (India),
Azad Engineering,3.4,(114 Reviews),Private,"Hyderabad,Telangana + 6 more",40 years old,201-500 Employees (India)
Vitesco Technolo...,4.3,(114 Reviews),Private,"Hannover,Lower Saxony + 3 more",18 years old,51-200 Employees (India)
Netoyed,4.1,(114 Reviews),11-50 Employees (India),,,
Vyapar,4.4,(114 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 4 more",8 years old,501-1k Employees (India)
L&T Power Transm...,4.5,(114 Reviews),Chennai + 20 more,1k-5k Employees (India),,
Flipkart Wholesa...,4.2,(114 Reviews),Bengaluru/Bangalore + 37 more,11-50 Employees (India),,
Knoldus Software,4.1,(114 Reviews),Private,"Mississauga,Ontario + 2 more",13 years old,201-500 Employees (India)
